label,text
positive,люди посмотрите видио оболденное солнце ты лучшая машка=*
negative,"Я скучаю по тебе, кисууууля:**"
negative,Ебаные МТС И Билайн!
negative,Ходим каждый день тут...просто нет слов...
positive,ну всё заебись теперь можно говорить что мы фотографа на нг позвали
positive,Спасибо за офигенный день*я люблю вас*) вы мне сегодня столько улыбок подарили♥
positive,Летоо.... бабушкина деревня. Было весело))*🐔🐷🐮🐤🐱
negative,"И они ждут Прекрасного Принца, вбив себе в голову этот дурацкий рекламный образ, который плодит неудачниц, будущих старых дев и мегер, потому что счастливыми-то их сделать может только мужчина, далекий от совершенства"
positive,"""Мы не любим рэп"", - говорили мы
""Мы никогда не будем слушать рэп"", - говори мы 😆"
positive,"😂😂😂 
Хорошо посидели 👌
Почаще бы так 😘
Насмеялись до упаду 😆"
negative,Хотелось бы всех этих фашистов сжечь на костре...но меня же еще за это и осудят....
positive,"оо Серёжка,я его лаффки) у меня кстати етсь на телефоне эта песня(оп пропалилась)"
positive,Хороший был вечер))))
positive,Понедельник не всегда бывает тяжёлым 💃🍷🎉
negative,"привет,я не послушал ефир играли в реслинг я свихнул руку"
positive,Это интересные отрывки=)
negative,"Хватит мне нервы трепать. Определись. Пошли меня нахуй и радуйся жизни, или же пошли нахуй всех остальных и порадуй меня.©"
negative,йобанаврод бля
positive,"Я люблю тебя,мне не важно где ты ,важно что бы ты помнил обо мне."
negative,Блин!! Пошло 1/3 каникул!!!
positive,"Нелегкий труд – детей рожать, 
Растить, стирать пеленки. 
Пусть будет героиней мать 
Для каждого ребенка. 
Кто может миру подарить 
Божественное чудо? 
Зачать, вынашивать, любить, 
В ней столько сил откуда? 
Пускай хранит Мария-мать 
Всех женщин на планете. 
Я не устану повторять: 
Ты – лучшая на свете."
positive,"есть человечек,
который всегда будет значить  очень много.
с которым можно не видеться долго-долго.
а при встрече безумно смеяться из-за какой-нибудь чуши.

есть человечек,
который просто важный.

очень важный."
positive,Тебе валентинка! 
negative,"месил гавно из грязи лез..коровы донимали МЫком...моя работа просто блеск, на телевидении великом!!!(экспромт)"
positive,"бест френд,ты жжёшь))))))))"
positive,это лето будет бешеное и безумное.
positive,я всегда с собой беру... видеокамеру)) )ахаха)) :*
positive,наш  Нютончик***
positive,Один человек! Перестань говорить о смерти. Ты нам нужна.
positive,днюха была на высоте на нереальной))
negative,Мы будет скучать по тебе...😥😞😔
positive," Очень сильный фильм!!! Гораздо шире и честнее припудренного духлеса! Смотреть строго в плохом настроении ибо хорошее быстро улетучится, но оооочень советую!"
positive,"только это не про тебя,а то опять зазнаешься))аххаха"
positive,малая моя люблю тебя :****
negative,Обидно сукаааааа(((
positive,"Люблю тебя, Линуся ❤ "
positive,"О-т-л-и-ч-н-о! О, боги! О, великий Зевс!"
positive,УРААААА Я СТАЛА ТЬОТЬОЙ=))))))))))
positive,"аахааххаха :D вага спрыгнул с ящика, ногу сломал :D"
positive,"УРА, ОНА ЭТО СДЕЛАЛА. НАША САМАЯ УМНЕНЬКАЯ, КРАСИВЕНЬКАЯ КАТЮША.....ПОЗДРАВЛЯЮЮЮЮЮЮЮ!ГИП-ГИП УРА!!!!!!!!!!!!!!!!!!"
negative,Как скучно.....
positive,"Готовлю солянку. Уже заброшены оливки и корнишоны... Такая чудная вещь получается... Как бы женщины не спорили, лучшие повара - мужчины. )))"
positive,Малышка Сафия🐥👑💐
negative,"апатия, привет"
positive,"""Счастливый дурак""

Очарованный странник,
Я по жизни такой.
Я как божий избранник,
Весь мой мир как цветной.

Я зимой замерзаю,
Летом я вновь цвету.
Жизни радость глотаю,
Сок любви сладко пью.

Каждым мигом довольный,
Как цветок полевой.
Из земли я рожденный,
Как всегда молодой.

Я иду не колеблясь,
Я беды не боюсь.
Я по жизни влюбленный,
Всем на свете смеюсь.

Нестрашны мне болезни,
Умереть не боюсь.
Я мечтаю о счастье,
Богу страстно молюсь.

Знаю все наперед я,
Мне не страшно совсем.
Ведь в душе моей солнце,
Я дарю его всем.

Автор Евгений Криницкий."
positive,"невероятной
верностью:D"
positive,Ахахах...статус классный)))))))))))))
negative,Унылый вид из нашего нового кабинета.... только все еще тусклее и мрачнее)
positive,"Вот что нас ожидает,буквально через месяц,вот сюда надо ездить отдыхать!!!!"
positive,Гениально.
negative,"земля снегом укуталась...
ей как и мне холодно,
она тоже запуталась...
мое сердце так голодно.

и эта нехватка реальности
добивает остатки души моей.
устала от этой буквальности - 
не жди доброты от людей...© V.S."
negative,Иншалла.Ну почему в моем детстве не было такой передачи!!!(((
positive,здорово было!
positive,Вот это мы зажгли!
positive,А так же отдельный респект группе О.З.У.:)))))
negative,Все хуйня.
negative,ещё раз что то мне напишешь забудешь кто я!
negative,"Раймер сучка!! 
Не по катал меня сегодня!!! 
Я обиделась! :("
positive,"Сегодня тебя целый день слушала ))) заяц, все гуд! Цемки ..."
negative,"Люди почему-то забывают тех,
кто им был дороже всех."
positive,"я сделал ей предложение...и она сказала : ДА!!!)))
я самый счастливый))))"
positive,"Считаю каждый твой вдох, я от тебя ни на шаг.
Ты - мой кумир, ты - мой Бог, ты - мой друг, ты - мой враг.
Ты - моя тьма, ты - мой свет, целую руки твои.
Мне ничего дороже нет, с тобою нашей любви...
Люблю тебе зая ти моя любима сильно сильно❤❤❤"
negative,"Таблетки ""Эриус"" закончились, уступив место таблеткам ""Зодак"". Принимаю перед сном и от этого просыпаюсь на четыре часа позже обычного, в диком ознобе (и это невзирая на сегодняшнюю жару). Настроения никакого, даже нет желания ныть. Хочется слушать, как ноет кто-то другой.
Но я совершенно не способен слушать.

Надеюсь только на 28-летнюю датчанку Марию Апетри, которая через пару недель споет мне, в результате чего я хоть на мгновение перестану быть мертв."
positive,"я думаю, ты тоже иногда вспоминаешь этот крутой Город) Севас))"
negative,"Приболел, температура 39.2. =(("
negative,"за сюси-пусями в другую сторону нахуй, здесь делать нехер!"
positive,Надеяться только на себя — отличный способ перестать разочаровываться в людях и жить с отличным настроением.
positive,Я сделала это!Была на глубине 27метров красного моря!
positive,неужели лето)))
positive,Все просто зашибись!
negative,"дура, если стремаешся россии свали с русского сайта нах, удались отсуда БЭНДЕРЩИНА нах"
negative,"читал старые переписки и наткнулся хД
вот такой я был гад, а сейчас я хороший)))

Дмитрий - короче валёк пришёл ко мне вчера чтоб я проводил его в Рубцовск, в итоге мы проводили нахуй мою девушку из дома а этот хуй пробухал деньги на билет и теперь живёт у меня и бухает!!! 
 - а девушка что?))
 - а девушка седня пришла за вещами, увидела здесь другую девушку и ушла хДД  
 - какой ты гад..
 - я гавнооооо
да похуууй
я об этом ей с самого начала говорил, не верила"
negative,"Педали, а заодно руль и коробка передач нацизма во всей красе."
positive,Вы готовы к празднику????...Отрываемся по полной!!!!
positive,"Я никогда не думала, что человек может стать смыслом жизни другого человека! Я никогда не понимала, как можно дарить мужчине всю себя, забыв про гордость. Но встретив тебя, так близко и остро осознала это... И теперь для меня самое огромное счастье быть рядом с тобой, верить одним мечтам, дышать одним воздухом, дарить свою любовь бесконечно и просто знать, что ты есть!
Я ЛЮБЛЮ ТЕБЯ💝💖❤️💜💋😘😻"
positive,"Любуйся,Любименький**))))"
negative,Я олень многостаночный....
positive,"Были сегодня в LOTOPARK,  посмотрели шоу с касатками🐋, дельфинами🐬и тюленями...а также посмотрели других животных...впечатлений масса, настроение супер.. Продолжаем отдыхать..😎😃😃 @ Loropark Tenerife "
positive,"[id124628548|София], а я верю ты у меня умница и у тебя все получитсь ***))"
negative,Выбрали в мэры олигофрена? Начинаем готовиться к земле.:)
negative,"Бло, какого Х** я смотрю футбол???!!! 
Ваня блин....!!!"
positive,"Ты влюбилась? -Не, у него просто глаза прикольные...И голос...И улыбка...И...Да, влюбилась..=)"
positive,"шоколадку больше не хочу,пасиб) теперь хочу плёнку на фотик:D"
negative,блин без зеркалки так тупо(((( зачем я ее розхерячил????
positive,"Хочу нежности, цветов, шоколада и секса, пошло, зато честно"
positive,ахаххха не могу над такими:D
positive,"Моменты ""Живой Библиотеки-12 июня"" :)
Как же я счастлива, что таки попала на наше летнее мероприятие и что всё сложилось именно, как надо, ничего не случайно :)
Я очень люблю этот проект и очень люблю людей, которые заряжают его своей светлой энергией :) Люди, вы прекрасны! :)

Больше фото здесь: vk.com/album-61640433_233494012"
positive,"Недавно ездил в старинный портовый город Германии ЛЮБЕК(название напоминает о польских корнях,а может это просто совпадение букв).когда ходишь по городу в котором постройки простояли  более 500 лет, как то по особенному задумываешься и восхищаешься величием древности ,пусть даже не такой далекой как Египетские пирамиды но все же ..."
negative,"привет помаги пожалуйсто....у меня iphone 3g 16gb на нем стаит прашивка 3.1.3, я пытался обнавить до 4.2 у меня выдает постаянную ошибку что делать???   напиши в личку"
positive,вчера был отличный день) @ Панская пристань 
negative,"- Не злите меня, итак уже
трупы прятать некуда!
- Ты шутишь?
- Конечно шучу, на самом деле
мест полно и на всех вас
хватит.

Да злите, мне пох, кому вы
нах нужны.Уёбки блять.Ебать
вас в ухо."
positive,"Счастье - это когда в небе звезда падает, а тебе и загадать нечего."
negative,"Зачем, тебе я?
Если мало места, если мы не вместе.
Зачем, тебе я?
Если мало места, если тесно,
Зачем, тебе я?...... (с)"
negative,"Грею руки о кружку чая. Ты
далеко. Я очень скучаю... В
объятьях твоих мечтаю
погреться. Жаль, мечты о тебе
согревают лишь сердце..."
negative,Да где ж там дно уже в этом болоте?
positive,у фотографа вчера только день рождения был )))
positive,малышка моя
negative,Веллитон подонок
positive,завтра уже весна)))...
positive,"хах!)))афигенная!)) послушай,тебе должно понравится!!)XDDDDD"
negative,"Удивительно, как умудряются некоторые женщины в свои 23 выглядеть на все 35. Талант какой-то, что ли..."
positive,"Так приятно, когда в памяти есть моменты, вспомнив которые на лице появляется улыбка…"
positive,ахаха....) Такое можно увидеть только в БИЗНЕС КОЛЕДЖЕ:DDD
negative,"""На парашютный спорт у его родителей нет денег"",""Парашютный спорт и т.д. требуют капиталовложения,а у меня нет таких денег"".Вертят как хотят...На самом деле было так:""Парашютный спорт и т.д. требуют капиталовложения,а зацепинг нет"""
positive,Ураааа))) Вот и закончилась школа))) жаль что впереди экзамены и ЦТ
positive,хаха ебать:D
negative,почему всё так?..почему не иначе?...кто украл мою удачу и где её прячет?
positive,Люблю самую прекрасную девушку на свете...*
negative,"Отставить плавку мозгов на смене! Работай, бл..дь! )"
positive,Прекрасная жар-птица
negative,"Как тащить пять пакетов с
продуктами, так ничего… А как
матом ругнулась, так ''Ты же
девушка''."
negative,Та вы походу тож на распродаже свои кожанки покупаете....И у нас разные плять.
negative,"Если позволите, на правах эксперта по стадио Кубань. Заполняемость - примерно 3 тыщи щщей, т.е. стандартная краснодарская. Шиза - убогая донельзя, плакать хотелось. Кто был на месте капо? Я такого не знаю. Полный нуль. Зиро, блять.
 Хотелось кричать (кто бы мог подумать): верните Паука! В целом, за саппорт южному КБ-отделению, как обычно, жирный кол по системе Бубнова. Состав грядки - не бей лежачего. Подзаебали. Че на центре с семками не болеется?
П.С.  Выезд в целом - твёрдая пятерка с плюсом, весь негатив перевесила неожиданно уверенная игра команды. Привет краснодарским комрадам!"
negative,Да пошел ты нахуй
positive,"Хочется чтобы мои мысли попутно кто-то записывал. и получилось бы что-то невесомое, тёплое, душевное, стереотипно женственное и интеллектуально тонкое. Скромно... зато честно."
positive,Тёёём ахахах) было классно)
positive,Мои радости))
negative,ненавижу время после 21:00...сразу начинают всплывать какие-то проблемы...или я скучаю по ком-то...или не хватает чего-то...
positive,"Ура, товарищи!!! Воды отошли!))) Воды чистые, прозрачные, что дает надежду на благополучный исход родов!)))))))))))))))))"
positive,"умничка мояяя ^____^ 
сердечко :*"
positive,любименькое
negative,блин уже скучаю=((( мб на этих опять в Геническ)))
negative,"Стыдоба тому,кто рядом и не был !!!"
negative,Первый новогодний штраф=) 1000 р. вынь да полож. На красный лучше не проскакивать)
positive,Сказочный мир)
positive,"Мои 300 засранцев, которых я никогда не забуду 😜"
negative,"С каждым днём антицерковная пропаганда всё яростней и одиозней. Такое ощущение, что все платные говномёты Рунета развернули в сторону церкви, а любители сенсаций охотно перепощивают в своих бложиках. Друзья, остерегайтесь подделок."
negative,"Черный пепел на белых плитках, мне уже не исправить своих ошибок..."
positive,В ОТРЫВ ДРУЗЬЯ
positive,"да ,заебись музон) необычный такой)"
negative,"они и так были чемпионами по идиотским текстам, но здесь они превзошли сами себя!)) слушайте припев)"
negative,"Ты полностью ныряешь в одного человека, а когда выныриваешь понимаешь, что всех потерял, растерял, забыл..."
negative,"Какой же ты длинный, мой первый рабочий днеь ((("
negative,"Если от кого-то услышите фразу «любви нет», не верьте. Знайте, 
у этого человека она была, и очень сильная. 
Просто потом кто-то сделал ему очень больно."
positive,"Я тебя никому не отдам,самому даже Господу Богу, Я устрою такую войну,что к тебе позабудут дорогу!"
positive,Погода за окном +24 и это самая чудная пятница))))))
positive,Люблю тебя солнишкО*)
positive,"ИННА А ПОМНИШЬ "" ШОООООООООООООООООООООООООООПИННННННННННННГГГГГГГГГ"" ААХАХХАХАХАХХА"
negative,Сестра поставила меня в тяжелое положение: мне надо выбрать. Просьба не проходить мимо!
positive,На всю жизнь мы с братом вместе.
negative,дап степ идет нахуй
negative,"Этот безумный взгляд...... Страшно то как....
Лиза, конечно, своим магнетизмом меня доводит до абсурда."
positive,"Дай Бог Путину здоровья и мудрости 
 Нам это сейчас так необходимо ! 
 Ведь , оказывается, так много , если не все, зависит от лидера 
 Роль личности в истории - это аксиома"
positive,"Урааааааа!!!!!!!!! Сегодня сдал последний экзамен и получил статус от Microsoft: MCSA
Следующая цель - статус эксперта MS  BI!!! :)

"
positive,Немного классики!! Любимая!! Гениальнейшая вещь любимого композитора где не повторяется ни одного аккорда....
positive,Моя красотка))))
negative,У меня палец болит блин( ты мой должник блин)*
negative,"Терять близкого человека всегда больно. Особенно, если он давал обещания быть рядом."
positive,"понимаете, почему я ходила 2 раза на ЧП?) чудесная жопа. полцарства за нее)"
negative,"ужасно, когда привязываешься к человеку и, как больной, ждешь от него звонка или сообщения, а ему там и без тебя хорошо."
negative,надо было сотку ставить на греков коэффициент норм был
negative,"Еще две недели, блин... Т_Т"
negative,"Если ты меня любишь, не вытворяй такой херни!"
positive,Ае! Еще одно очко в пользу мясоедов!
positive,это был хороший Новый год
negative,ЗАЧЕМ НАМ АВТОМАТЫ И СОВЕТСКАЯ СВАСТИКА?! УХОДИ...
positive,Ты такое любишь)
positive,у меня самый лучший мальчик!!!)))он всех вкуснее готовит блинчики)))!!!
negative,зачем топтать мою любовь
positive,А я её люблю сильно сильно ... и эта любовь не описывается никакими словами...
positive,Наслаждайся =DD
positive,моя рыбка :*
positive,"я отдам тебя только в те руки, которые будут любить тебя больше, чем я...."
positive, этот лучше
positive,уахахахаххахаааахахаха
positive,Любовь ребенка - чище хрусталя
positive,"Наконец-то добрался до Бали, 2 года тут не был - безумно соскучился по серфу и атмосфере, которая царит на этом райском уголке Земли, и по воздуху - он здесь особенный, вдыхаешь его и понимаешь, что ты дома. С утра после мега крутого завтрака, который включён в стоимость проживания в Grand Hardys Hotel 4*, побегу серфить. 😀🙌"
positive,"прочитала еще раз ""алису"". никогда не перестану любить эту книгу! и наскетчила прелестного чеширского котейку заодно )"
positive,"Саша! Я в тебя влюбилась,
У меня душа взбесилась!
Хорошо с тобою мне,
Словно брежу в сладком сне,
Без тебя мне одиноко,
Грустно очень, очень плохо, Я скучаю, я тоскую,
Я ко всем тебя ревную
Наша встреча не случайна,
Потому открою тайну:
Жизнь дарю тебе свою
Обожаю и... люблю!"
positive,Когда комментирует Черданцев можно просто слушать футбол))
positive,Приветтттт Олександр!!! Запорожье ждет тебя!! Пиво - водка - текилла - апсент - коняк....ужоссс...приезжай и спасай нас!!!
negative,вот почему в некоторых ситуациях не хватает немножко смелости? Ведь она может изменить всю мою жизнь....
positive,Каждая Ира красивая ♥ умненькая ♥ заботливая ♥ привлекательная ♥ добрая ♥ нежная ♥ милая ♥ очаровательная ♥ обворожительная ♥ душевная ♥ незабываемая ♥ неотразимая ♥ шикарная ♥ божественная ♥ завораживающая ♥ ангельская ♥ кокетливая ♥ весёлая ♥ энергичная ♥ чудесная ♥ романтичная ♥ симпатичная ♥ единственная ♥ ласковая ♥ сладенькая ♥ желанная ♥ непредсказуемая ♥ загадочная ♥ лучшая ♥ скромная ♥понимающая ♥ заманчивая ♥ улыбчивая ♥ женственная
positive,"Я отдам свою сестру только в те руки, которые будут её любить больше, чем я ☺😃😉😎☝👯❤"
positive,Молодец что сдала экзамен!))
positive,"Хочу декоративного верблюдика🐪. Вот как чихуахуа, только верблюдика. Буду таскать его с собой на тренировки и научу, чтоб плевался в кого покажу.☺️😈😌🌺🌸 @ CrossFit Marine Bay"
positive,"Самый лучший друг - это мама. Она
никогда не завидует, не желает
плохого. А в глазах её сверкает
любовь и гордость за своего
ребёнка!"
negative,"""холодную водку я обажаю, теплую водку я то же люблю, но ежели водка учебе мешаееет... то ну её на хуй... - учебу мою!!"""
negative,"Температура 39,5
Ломит суставы
Болит голова, почки
Голова к тому же кружится
Глотать практически не могу
Дышать тоже
""Что вы думаете при слове грипп?"" - ""Боль, страдание, безысходность"""
positive,Все будет Заебись Братка)
negative,"Удивительная группа Ранетки! Никто не слушает, зато все знают, что говно"
negative,"Есть сутки, чтобы сделать курсовую. Титульный лист и кофе готовы"
negative,А хули правильно говорит. Комуняги суть Русского народа исковеркали.
positive,у меня появился жених :D
negative,Гриша ЕБЛААААН
negative,Синоптики обещали АНОМАЛЬНО ХОЛОДНУЮ ЗИМУ !!! (как лето жаркое). Подтверждали люди из Пулковской обсерватории. Это же полнейший ПЗДЦ !!!
positive,"Я рад, что тебя встретил, хоть не искал особо,
Ты не подарок, конечно, но для меня особенная,
Хороша по-своему а главное - моя,
Ты плюс я - любовь, не как иначе."
positive,Ура! Теперь я не андроид!!!! )))))
positive,"Самый лучший спектакль ""Жаворонок"" но есть еще не плохие..."
positive,хочу такого пса! =)
positive,"вот такие торты умеют делать наши девочки!!! 👍 
Браво!! 👏 👏 👏"
negative,"Парни иногда упускают достойное,выбирая доступное."
negative,"сказал ""зво'нит а не ""звони'т""? НА КОСТЁР ТЕБЯ НЕОБРАЗОВАННЫЙ ПЛЕБЕЙ"
negative,Я объевляю войну покемонам!!!
positive,"круто когда друг - парень. можно прийти к нему. нажраться тортика, валяться с ним на кровати, обсуждать его девушек, моих парней. он всегда честно говорит мне - стоит худеть или нет. советы дельные дает. можно нахуяриться с ним виски с колой, а потом дурости творить всякие. а потом взять и замуж за него выйти и жить долго и счастливо."
positive,"Желаю больше ярких дней,
Чтобы от счастья билось сердце.
Одежды больше помодней,
И чтобы был характер с перцем.

Задачи жизни разрешать,
Когда штормит стоять, не падать.
Купюрой крупною шуршать,
И сердце от любви не прятать."
negative,Вы напоминаете мне океан ...Я вас так волную ? Нет меня от вас также тошнит !!!!
negative,"Макс, я больше не могу без тебя!!! Нахрен ты поперся в ту армию???"
positive,"Семпай, рада за вас!Теперь у Вас желтый пояс!!"
positive,"Ты мне очень нужен!!  ЛЮБЛЮ  ТЕБЯ!!!!
"
positive,#моялюбовь#моястрасть
negative,"На сигаретах пишут ""вызывает
рак лёгких"" ,на спиртном
""вредит здоровью"".Почему на
девушках не пишут ""пи*здeц
нервной системе""?!"
positive,Зая  скучаю
positive,Я занял первое место среди друзей на Уровень 104!
positive,"Слушаю. Тащит как удава. Задорная live-трансляция с достаточно качественным звуком. Жаль, что в Екб этих дядек, кажется, не дождаться..."
positive,"-Много ли надо человеку для счастья?
-Нет, иногда достаточно выходных.
😘🐕💖"
negative,"Всем человекам физкульт привет!!!! Всем майдано-даунам физкульт пока!!!!
Было сегодня чего интересное? 
На что внимание обратить? 
Весь день по работам аки трактор, ничего не видел ((("
negative,Позорище какое
negative,Осталось всего 8 лет и наша сбродная наконец сыграет на чемпионате мира
positive,госы сданы!!!
negative,Мда... не лучший день для признаний в любви)
positive,ПОДРУГАааааааааааааааа!!!
negative,"я тебе когда нибудь пальцы поломаю, за рисунки на моей машине)"
positive,"Принцесса моя, где же ты???Я тебя жду с Dom Perignon и клубникой со сливками!!;)*"
positive,Я тоже всегда мордой вперед летал))) даже шрам до сих пор на бороде))) зато скорость и управление были превосходны)))
positive,"а вот теперь и реал отсосал.....у Бавари...уахахахах......""кристина"" вообще каличь уахахах....)))теперь я уважаю баварию...уахахах))))дали им просратся))уахха)"
negative,"Поляки - это вообще отдельная тема. 1-го сентября 2009 года (к 70-летию начала второй мировой войны) СВР рассекретила документы, которые вошли в сборник ""Секреты Польской политики"". Составитель Лев Соцков. Пресс конференцию можно посмотреть здесь vk.com/video180223974_166598026
Почитать на эту тему можно здесь ria.ru/politics/20090901/183231849.html
Поляки - еще те ""мягкие и пушистые"". И, похоже, от своих планов они не отказались."
positive,"Когда нибудь я напишу в статусе''Счастлива''закину пару фото с сыном,и больше никогда не появлюсь онлайн!"
positive,просто нет слов... Легенда ковыряет легенду... Крутяк)
positive,"не грусти , все впереди !"
negative,ебать -__- русский 4 нахуй -__-
positive,Пригоняйте завтра в гости с вкусным пивком!!! С меня кино и хавчик)))
negative,"Не стоит обижаться на людей за то, что они не оправдали наших ожиданий..мы сами виноваты, что ожидали от них больше чем следовало!!!"
negative,"""Поубивают вас всех когда-нибудь"" (с) Бросайте автоматы, бегите в Ростов, пока живы"
negative,"[id100968573|Ольга], ты зачем участвуешь в этой грязи? Тебе не жалко девчонку? А если вы ее своими лайками до самоубийства доведете?"
positive,эх..люблю мандаринки=))
positive,вы меня вдохновляете.
positive,У меня родился сын))))))))
positive,Сижу на балконе в предверии своего выходного дня. И жутко хочу рыбки сушеной или орешков в конце концов.
positive,Мисс-Доброта!!!
positive,Ты заценишь!)
positive,иихуу))) ещё на год постарел)))
positive,"Зелёные глаза могут понравиться... Серые глаза могут очаровать, в 
голубые глаза можно влюбиться, и только карие глаза могут свести с ума!"
positive,в честь Дня Рождения крутова человека Боба Марли!
positive,ууххх....девоньки мои повезло вам:[id242878482|Екатерина Пахунова]
negative,"ты попробуй заглянуть мне в душу, у тебя слезы навернутся на глазах, отвечаю...."
positive,хорошее кино
positive,"даже после твоих выебонов, так и тянет к тебе. 😌"
positive,"фак йеа, у меня теперь свой собственный сайт! конечно только временная страница, еще много работы, но начало уже положено."
negative,Да в Крсноярске проблема.Петухи всех закантачили
positive,"попроси Шведо свести)))
и на батл трек тоже)с питчем не понял что говоришь.а так пиздато)"
positive,самый быстрый выигрыш ))
positive,"Все в тренажерный зал.Скажем ""нет"" целлюлиту)))"
negative,Прощай лето.. Я улетаю в зиму =(
negative,"Чуркина я бы, пожалуй придушил лично. Медленно, глядя в глаза и расспрашивая про предложения рашкостана по поводу моей страны, пожеланий к моей конституции и мнения о том, когда и как я должен выбирать президента... Такого гнилостного п...са редко можно найти на Земле. Врать можно по всякому, но так, как он - это что-то!"
positive,КАТОК? КОНЬКИ?....... СКЛОН! СНОУБОРД!
positive,"да, со мной сложно. зато я не
блядь и не курю."
positive,"боже, этот вид, хочется смотреть и не отрываться))"
negative,ПИЗДА Я СКУЧАЮ :С
positive,Крутой беспилотник Lily c камерой
positive,"Как я рад, как я рад, что поеду в Ленинград"
negative,"Отдайте деньги,скоты..."
positive,"Жасмин. Все будет как в сказке, мой принц!"
positive,вперед Голландия!!! =)
positive,"это ужасно, но вот прямо сейчас, вот прямо в эту минуту больше всего на свете я хочу маминых котлет!!!!!!"
positive,Наконец-то сваливаю из Москвы!!!!
negative,"А он заставлял меня ревновать...каждый день...обманывал часто...я психовала...переживала,мы ругались...всегда находился повод...он часто обо мне забывал,прикрываясь постоянной суматохой..уежал на долго...я скучала..звонила,писала..и снова наталкивалась на какое-то его безразличие..потом я начала привыкать...он продолжал делать мне больно...сам не понимая,что с каждым днем я к нему  холоднела...он все переводил в шутки...я же понимала..мне стало слишком похуй...он извинялся....я прощала...а вскоре я ушла...и ""НАС"" не стало...† делать мне больно...сам не понимая,что с каждым днем я к нему  холоднела...он все пере"
positive,все будет хорошо!
negative,Ракета опять взлетает:( На Омском вокзале неожиданно скучно и воняет:(
negative,Идиоты на копейке
negative,"Микроблог - УГ! Верните стену, suki! =((((((("
negative,у меня беда... разбилась любимая книга...
negative,я тебе сейчас устрою активный поиск!надолго!
positive,Нашему любимому улыбашке-Федяшке уже целых 2 годика!!!
positive,Челсиииииииииииииииии!!))) ЧЕмпионы)))
positive,"Сдала госэкзамен!!!! Хух, слава Богу!!!!!"
positive,"Танюша солнце! Танюша одуванчик! Я люблю тебя! Но жаль, что ты не мальчик!!!"
positive,"Моя мама вдохновилась и создала такую вот прекрасную вещь!)
Ексклюзивная сумочка вышитая бисером и гладью. Авторская идея, все ручная работа. Она очень кропотливо работала, так что сделано все супер качественно. Может стать отличным подаоком к Новому Году!
Если хотите такую - пишите )"
positive,Ярик сегодня стал папой двух сыночков и лапочки дочки! Ура!!!
positive,замечательно...
positive,"Воспоминания, которые будут храниться вечно"
positive,Корпоратив :)
positive,"Катины девичьи радости 👸🏼
пополнение в семье😻
подарочки от [id5110795|Evgeny Alentyev] 🎁😼😽
отличный вечер пятницы ... а мы задр....играться в Dante's Inferno 🎮❤️🎮"
positive,"В человеке главное — воспитание!
Я, например, заебись воспитан."
positive,вот это кайф!
positive,Люблю тебя
negative," - спаммеры под благое дело ""возвращения стены"" впаривают софт для угона акков. Будьте осторожны. Не проебывайте свои пароли сами."
positive,"Обязательно посмотри,это произведение искусства!!"
negative,"Машинку закрыли (( , кто-то знает может и нас закроют ???"
positive,джаааз...=)
positive,Мой рай :)
positive,"Моя подборочка песнях для нг настроеньица, от которых бренное тело ритмочно пошатывает :3"
negative,грустно...
negative,"Конфетный жор.
 А конфет нет(("
positive,"Второй куплет зацепил нереально, советую всем послушать, тречёк!!!Есть над чем задуматься на самом деле!!!"
